id,revision,category,date,title,place,region,summary,source,sourceUrl,archivedAt
curated-e340979cb5ea4f00,bad98776f959cd88,event,2022-08-09,"с. Цахур, Дагестан: выход медведя к людям",Цахур,Дагестан,"Медведи ночью вошли в село и разорили две пасеки, одна находилась почти в центре населённого пункта.",Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D1%81.%20%D0%A6%D0%B0%D1%85%D1%83%D1%80%2C%20%D0%94%D0%B0%D0%B3%D0%B5%D1%81%D1%82%D0%B0%D0%BD%202022,2026-09-24T19:40:15+00:00
curated-0bd984d4cd2fdfa0,23ac2ec8617f02da,event,2022-07-20,"ЯНАО, лесотундра: нападение медведя",Ямало-Ненецкий автономный округ,Ямало-Ненецкий автономный округ,Прикормленный людьми медведь смертельно напал на мужчину и ранил второго.,Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%AF%D0%9D%D0%90%D0%9E%2C%20%D0%BB%D0%B5%D1%81%D0%BE%D1%82%D1%83%D0%BD%D0%B4%D1%80%D0%B0%202022,2026-09-24T19:40:15+00:00
curated-3a30d1d145ad77df,00256f4df66749c9,event,2022-07-19,дер. Карлук под Иркутском: нападение медведя,Карлук,Иркутская область,"Медведица вышла к деревне и задрала козу; выяснилось, что ранее она содержалась в питомнике и сбежала.",Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%B4%D0%B5%D1%80.%20%D0%9A%D0%B0%D1%80%D0%BB%D1%83%D0%BA%20%D0%BF%D0%BE%D0%B4%20%D0%98%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%BE%D0%BC%202022,2026-09-24T19:40:15+00:00
auto-66b6afea6944ad0e,b1105d5175f5b3fb,event,2022-07-19,Житель Бурятии встретился с медведем в лесу (ВИДЕО),Республика Бурятия,Республика Бурятия,В индексе новостей опубликован заголовок: «Житель Бурятии встретился с медведем в лесу (ВИДЕО)». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Новая Бурятия,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNMWhmTzI2NGtJVzJjWlpvOGJZakY1RVpQNDJQT2FvMnNyQ3k5cXJaMmRCZHhzOW5hMmlXdkFreVQyUUUyT3loeHdlWXBGLTlaMVZPOGlxaGdVUUZLX3VMbXNmWS00OVVTX0hwRlY0ajNXSUhCRmVPM1ZrY0NsR3dwa1BwM1NydmNT?oc=5,2026-09-24T19:40:15+00:00
auto-34953fd17c18bf26,a74480da04c62c7a,event,2022-07-01,«Прямо пойдешь – медведя порадуешь». В нацпарке Бурятии появился былинный камень,Республика Бурятия,Республика Бурятия,В индексе новостей опубликован заголовок: ««Прямо пойдешь – медведя порадуешь». В нацпарке Бурятии появился былинный камень». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Arigus.tv,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZFZUU1pfQ3RQTVo3MElEb3FpRWdWdWZQSDRKYWhtYzlwaHE2TzFZanN6S3V2Z0pVbWYyU1A3aFl5T3E0dE1BZGJSWTZXSHpFbnNVYzRad3FNd1dQYUNxWm9WQ05VaDVfUFhMaWhWdTlkWnpMalJrT3AxaEE1a2M5eTNpMEFpb0JPZzNkWTd4dFZCTW1VWDhZbkp3MFh5RFNSSzIzT0NmV1N0eWdIcDRQZzZhczlHRlZWZzFJ?oc=5,2026-09-24T19:40:15+00:00
auto-5de36f7c48463610,68b10c00dd53b532,event,2022-06-26,На севере Бурятии огромный медведь бродит между двумя улицами прямо в посёлке,Республика Бурятия,Республика Бурятия,В индексе новостей опубликован заголовок: «На севере Бурятии огромный медведь бродит между двумя улицами прямо в посёлке». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Infpol.ru,https://news.google.com/rss/articles/CBMisgFBVV95cUxOR1M3SFdOaGRTbm1WRTNBTkFJZHFzWHZ6Rm9xY3ZBcmxnR3k0QXRpOXh1VEotay0wbzVNQktnLUxzZW5OV0RNU0hnWUNnNDBPbkVQVmsyd25sLXJTdkp4UEhINUd0X3pMYzlNakZGMm1sdnpkUEpNMUpWOVh2N1pmcG54T0tGTzZJSERWdWxyTi1YY3Nib3pzY25lSWRDUi1weDJFLVNxS2VEWm1rZGdqaGh3?oc=5,2026-09-24T19:40:15+00:00
auto-8cebf714b8321856,5a6ee11f0ea3e6a7,event,2022-06-21,В Бурятии медведи все чаще выходят к людям,Республика Бурятия,Республика Бурятия,В индексе новостей опубликован заголовок: «В Бурятии медведи все чаще выходят к людям». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Arigus.tv,https://news.google.com/rss/articles/CBMilAFBVV95cUxPd2h4VHd1bGtkOGE0YmwzY25VeF84M2VpUURwQlhUbzhxcTNhdWVjU05fd19SX3lzOEZ2R0hmTnlfc0V4ZXFXWHpYWnp1SnUxTHdyb1lzTlh5YXJtWHJzS3ZMTjBTaVVmRjRxZnhBWG1uOHhFaldDYVlhZ0hucWQ4M1AwbUhDOTVTdHlCM083N2VpYkp3?oc=5,2026-09-24T19:40:15+00:00
auto-f501aae41b820d9c,30f9def4091c82b3,event,2022-06-14,«Встал на задние лапы»: медведь напал на семью в Приморье — фото,Приморский край,Приморский край,В индексе новостей опубликован заголовок: ««Встал на задние лапы»: медведь напал на семью в Приморье — фото». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,prim.news,https://news.google.com/rss/articles/CBMikAFBVV95cUxQZF9SNVV3OWd5LVo3MGJSb2poTXVXeWdxZDMtMXhEQy1XdTdhdkF4b3EtVzIxbXRxTzJmS0w5TWlKRld0d3B2SVRYMVdIWnlYU3pnY3hSRkFNeWZlQVdPMnZpOWZOQ0pXcEE4Y1l4UEhINHlGTFFSQzJmNExLTU9sOHdES0lWRmlHcXZJTHB1UVQ?oc=5,2026-09-24T19:40:15+00:00
auto-20ba1c86b2f5889d,5d3428551d15d85b,event,2022-06-11,Медведь вышел к детскому лагерю в Челябинской области,Челябинская область,Челябинская область,В индексе новостей опубликован заголовок: «Медведь вышел к детскому лагерю в Челябинской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,URA.RU,https://news.google.com/rss/articles/CBMiR0FVX3lxTFBmMFc0aXgxNDd4aEhkd1NZSjJRSl9qT1dJRVpkOFEwTm5vT0JDZndTUnVpNzF1UTZDS0NFRDdkcVNBU0ltMGRN?oc=5,2026-09-24T19:40:15+00:00
auto-a7339f37f366bfb2,f4c823aa5dd2d52a,event,2022-05-20,"В сети появилось видео, как медведь прогуливается около домов в деревне Ярославской области",Ярославская область,Ярославская область,"В индексе новостей опубликован заголовок: «В сети появилось видео, как медведь прогуливается около домов в деревне Ярославской области». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",Ярославский регион,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPdHhVMDJKQUo3MnhtalIwaFRWOE0wUkZDb1FIRmM5eGNDbXNTSWplRjhxMUN0UVRTNDBHOTVldEU3MWZLUm5qc0JodUplV1FKVzJmSkZRb2EzTlBTOXplalZZaFJ2bHVsbGc1TGF3UXdJbXVqeUJqRVF3T3BOM2FvSnEwZm94T3dPZGtiMk5sSm9FbmdibHhGcnNjWHF2bkFNTV9vMWVsd1ZXNlNZN3JUNHZLX3JXNkh5S3hB?oc=5,2026-09-24T19:40:15+00:00
curated-55811390b4e826c0,308422d7ac6d2b3c,event,2022-05-06,"Бадарминск и Поморцева, Иркутская область: выход медведя к людям",Бадарминск,Иркутская область,За сутки два выхода к частным домам; в Бадарминске медведь сломал забор и утащил собаку.,Поиск источника,https://news.google.com/search?q=%D0%BC%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C%20%D0%91%D0%B0%D0%B4%D0%B0%D1%80%D0%BC%D0%B8%D0%BD%D1%81%D0%BA%20%D0%B8%20%D0%9F%D0%BE%D0%BC%D0%BE%D1%80%D1%86%D0%B5%D0%B2%D0%B0%2C%20%D0%98%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C%202022,2026-09-24T19:40:15+00:00
auto-2dbb44f5a6569aa2,accd1072d6a4bc34,event,2022-05-05,В Якутии медведь забрёл в село и напал на корову,Республика Саха (Якутия),Республика Саха (Якутия),В индексе новостей опубликован заголовок: «В Якутии медведь забрёл в село и напал на корову». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Новости Якутии и Якутска | SakhaNews,https://news.google.com/rss/articles/CBMickFVX3lxTE5Kc2R2akROSDdCcnkxdUVXeFJNY3pfZkpHT0w4Y2swUWhfaDBXdGIyZVE5bGVia3FzRzVCcEFORUhwbTNuNGhiQXF4cGtlNG1CV0JiVzBoR2FkSE9rLWVoN2N3Sm11RURuSjZRVG1kSEpTQQ?oc=5,2026-09-24T19:40:15+00:00
auto-9493ce279cb3e6b6,051332dd29805d94,event,2022-04-27,Медведи напали на посёлок в Горном Алтае. Телецкое озеро. Алтайский заповедник. Незваные гости. Дикая природа России. Сибирь | Ирбисфильм,Республика Алтай,Республика Алтай,В индексе новостей опубликован заголовок: «Медведи напали на посёлок в Горном Алтае. Телецкое озеро. Алтайский заповедник. Незваные гости. Дикая природа России. Сибирь | Ирбисфильм». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Дзен,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5mMG5INTFmZFJxekdCcVFUaEpuX3JYUGJna3JVSkpmV2RoUXptdUhLTFBXWEoxdmk5RXQ2QzA5dV9iMmdrekg4M2FuTVJLbjdCbzJicV96VXVvVFF1dm5QTGRn?oc=5,2026-09-24T19:40:15+00:00
curated-1009f2ef7272b6ed,b41067b8e395bd16,event,2022-03-24,"с. Нешкан, Чукотка: нападение медведя",Нешкан,Чукотский автономный округ,"Белый медведь напал на мужчину примерно в 2 км от села. Пострадавший получил рваные раны головы, рук и ног.",Интерфакс,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1oSmRkaGFpS1kyLUNQMFF5c0YxVTRIR1Z0SmY4US1nVlhGN2hTd1hlT3FGdjQyZThHUDNkYTBmMzJleEVTRmxjbnZHR1Rmd9IBSkFVX3lxTE96QWpETXJLZm5CUjMya0hwbU1RaXdEaUpNMWxpR0Z1dTcwb1lFcTgyTkpSUzh4RTZiUU5Id19BSmNSR2UxajNpbHR3?oc=5,2026-09-24T19:40:15+00:00
auto-3adbbc7920704056,0c8aee50a47b97cd,event,2022-03-23,На Камчатке весна: первый медведь вышел из берлоги в Кроноцком заповеднике,Камчатский край,Камчатский край,В индексе новостей опубликован заголовок: «На Камчатке весна: первый медведь вышел из берлоги в Кроноцком заповеднике». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.,Русское географическое общество,https://news.google.com/rss/articles/CBMitgFBVV95cUxOd3pPMmdiOTZlSXFiQ2Izdll2UW8zVS0tU242Q2RrOXNrNXZLbzU5NXRWS1I4Ni0xMWU2ejVHeHg2MC1YR1NMM2YxWjFwOWN5clI0SWw5WENTT2ZYd1JIRkplT3Q3TDMtUERlOTVTT0M4NHh6SUowaW5BOU9jb0hiaHZYVlhRZ0hlNEVRaFk1bXFjbDdnUlBTT1gxWFNMN3dSRUQ3REg3cm04SHFEYjlOSWZ3RmZzUQ?oc=5,2026-09-24T19:40:15+00:00
auto-48a7379bc4912fb9,2e254adcde6a02e9,event,2022-01-21,"В Свердловской области увеличилось число медведей и волков, которые стали выходить к людям",Свердловская область,Свердловская область,"В индексе новостей опубликован заголовок: «В Свердловской области увеличилось число медведей и волков, которые стали выходить к людям». Полный текст публикации недоступен; обстоятельства и дата самого происшествия требуют проверки по ссылке.",grifoninfo.ru,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9qLXRJMHNpa2h1OWFUR3czTDB3dTVWT0VTTGVVX0RUVnMyN0NodjR3TDlEUHR4YUZwWUxwQXR5eEFER1hGNlg0TUpfWThFVlltSUdmVlUtVGduOVBy?oc=5,2026-09-24T19:40:15+00:00
